63	0.7982296
63.1	0.7987784
63.2	0.7954856
63.3	0.8048152
63.4	0.8144192
63.5	0.8168888
63.6	0.8242976
63.7	0.8256696
63.8	0.8251208
63.9	0.8237488
64	0.8152424
64.1	0.820456
64.2	0.8185352
64.3	0.8166144
64.4	0.8157912
64.5	0.8138704
64.6	0.8127728
64.7	0.8092056
64.8	0.8092056
64.9	0.7993272
65	0.8100288
65.1	0.8103032
65.2	0.8100288
65.3	0.8097544
65.4	0.8105776
65.5	0.8116752
65.6	0.8105776
65.7	0.8103032
65.8	0.8100288
65.9	0.8111264
66	0.8089312
66.1	0.8092056
66.2	0.8097544
66.3	0.8100288
66.4	0.8100288
66.5	0.8119496
66.6	0.8072848
66.7	0.80948
66.8	0.8103032
66.9	0.808108
67	0.808108
67.1	0.8097544
67.2	0.7993272
67.3	0.7921928
67.4	0.7924672
67.5	0.7919184
67.6	0.7919184
67.7	0.791644
67.8	0.791644
67.9	0.7913696
68	0.7910952
68.1	0.7919184
68.2	0.791644
68.3	0.7910952
68.4	0.7913696
68.5	0.791644
68.6	0.7910952
68.7	0.7913696
68.8	0.7919184
68.9	0.791644
69	0.7910952
69.1	0.7946624
69.2	0.7905464
69.3	0.7910952
69.4	0.7946624
69.5	0.7949368
69.6	0.7965832
69.7	0.797132
69.8	0.7974064
69.9	0.7976808
70	0.797132
70.1	0.797132
70.2	0.7960344
70.3	0.7913696
70.4	0.797132
70.5	0.7996016
70.6	0.7960344
70.7	0.7968576
70.8	0.8001504
70.9	0.7952112
71	0.801248
71.1	0.8009736
71.2	0.7982296
71.3	0.7987784
71.4	0.7990528
71.5	0.801248
71.6	0.7996016
71.7	0.7990528
71.8	0.7880768
71.9	0.7883512
72	0.7856072
72.1	0.7790216
72.2	0.7795704
72.3	0.7798448
72.4	0.7784728
72.5	0.7787472
72.6	0.7762776
72.7	0.7729848
72.8	0.773808
72.9	0.7787472
73	0.7798448
73.1	0.7795704
73.2	0.7795704
73.3	0.7795704
73.4	0.7798448
73.5	0.7771008
73.6	0.7773752
73.7	0.7768264
73.8	0.7762776
73.9	0.7768264
74	0.7762776
74.1	0.776552
74.2	0.7762776
74.3	0.7757288
74.4	0.7749056
74.5	0.7773752
74.6	0.779296
74.7	0.7817656
74.8	0.7795704
74.9	0.7801192
75	0.7795704
75.1	0.7803936
75.2	0.7746312
75.3	0.7705152
75.4	0.7685944
75.5	0.7691432
75.6	0.7721616
75.7	0.7721616
75.8	0.7674968
75.9	0.7625576
76	0.766948
76.1	0.769692
76.2	0.7666736
76.3	0.766948
76.4	0.7672224
76.5	0.7633808
76.6	0.7609112
76.7	0.7589904
76.8	0.76146
76.9	0.7581672
77	0.762832
77.1	0.7576184
77.2	0.7576184
77.3	0.7589904
77.4	0.7565208
77.5	0.7543256
77.6	0.7620088
77.7	0.762832
77.8	0.7609112
77.9	0.7625576
78	0.7705152
78.1	0.7812168
78.2	0.7718872
78.3	0.77518
78.4	0.7825888
78.5	0.7831376
78.6	0.7836864
78.7	0.783412
78.8	0.7825888
78.9	0.7814912
79	0.7814912
79.1	0.7699664
79.2	0.7762776
79.3	0.7729848
79.4	0.7672224
79.5	0.7680456
79.6	0.7691432
79.7	0.76832
79.8	0.7663992
79.9	0.7625576
80	0.7584416
80.1	0.7609112
80.2	0.7609112
80.3	0.7603624
80.4	0.7595392
80.5	0.7584416
80.6	0.7578928
80.7	0.7556976
80.8	0.7513072
80.9	0.7318248
81	0.7235928
81.1	0.7277088
81.2	0.7219464
81.3	0.7074032
81.4	0.71344
81.5	0.6912136
81.6	0.7002688
81.7	0.6972504
81.8	0.6890184
81.9	0.6884696
82	0.6851768
82.1	0.6824328
82.2	0.6774936
82.3	0.675024
82.4	0.6747496
82.5	0.6742008
82.6	0.6637736
82.7	0.6731032
82.8	0.6632248
82.9	0.584472
83	0.673652
83.1	0.6593832
83.2	0.670908
83.3	0.6717312
83.4	0.67228
83.5	0.6731032
83.6	0.6733776
83.7	0.6728288
83.8	0.67228
83.9	0.67228
84	0.6717312
84.1	0.67228
84.2	0.6717312
84.3	0.668164
84.4	0.6717312
84.5	0.6673408
84.6	0.6706336
84.7	0.6706336
84.8	0.670908
84.9	0.670908
85	0.6706336
85.1	0.6703592
85.2	0.6706336
85.3	0.6703592
85.4	0.6703592
85.5	0.6673408
85.6	0.6634992
85.7	0.6700848
85.8	0.659932
85.9	0.6662432
86	0.6733776
86.1	0.6733776
86.2	0.6766704
86.3	0.6772192
86.4	0.677768
86.5	0.677768
86.6	0.6772192
86.7	0.6788656
86.8	0.6788656
86.9	0.6785912
87	0.6783168
87.1	0.6785912
87.2	0.6783168
87.3	0.67914
87.4	0.6785912
87.5	0.6788656
87.6	0.6788656
87.7	0.6813352
87.8	0.6813352
87.9	0.6785912
88	0.6788656
88.1	0.6783168
88.2	0.677768
88.3	0.675024
88.4	0.6747496
88.5	0.6862744
88.6	0.684628
88.7	0.6895672
88.8	0.694232
88.9	0.6975248
89	0.696976
89.1	0.6950552
89.2	0.6994456
89.3	0.6994456
89.4	0.6994456
