3962,211
3962.01,211
3962.02,187
3962.03,206
3962.04,192
3962.05,188
3962.06,200
3962.07,199
3962.08,206
3962.09,203
3962.1,198
3962.11,215
3962.12,212
3962.13,186
3962.14,188
3962.15,214
3962.16,186
3962.17,175
3962.18,215
3962.19,203
3962.2,173
3962.21,178
3962.22,172
3962.23,202
3962.24,183
3962.25,185
3962.26,191
3962.27,201
3962.28,203
3962.29,181
3962.3,221
3962.31,203
3962.32,216
3962.33,203
3962.34,164
3962.35,197
3962.36,202
3962.37,204
3962.38,220
3962.39,201
3962.4,210
3962.41,223
3962.42,206
3962.43,228
3962.44,229
3962.45,228
3962.46,213
3962.47,239
3962.48,229
3962.49,199
3962.5,225
3962.51,205
3962.52,205
3962.53,199
3962.54,230
3962.55,241
3962.56,224
3962.57,217
3962.58,231
3962.59,233
3962.6,244
3962.61,209
3962.62,223
3962.63,222
3962.64,262
3962.65,253
3962.66,226
3962.67,230
3962.68,218
3962.69,263
3962.7,239
3962.71,283
3962.72,228
3962.73,249
3962.74,288
3962.75,269
3962.76,291
3962.77,259
3962.78,249
3962.79,260
3962.8,262
3962.81,253
3962.82,265
3962.83,285
3962.84,276
3962.85,284
3962.86,302
3962.87,306
3962.88,301
3962.89,297
3962.9,338
3962.91,317
3962.92,324
3962.93,318
3962.94,303
3962.95,326
3962.96,330
3962.97,383
3962.98,353
3962.99,350
3963,358
3963.01,399
3963.02,372
3963.03,452
3963.04,431
3963.05,481
3963.06,478
3963.07,491
3963.08,500
3963.09,565
3963.1,544
3963.11,638
3963.12,654
3963.13,686
3963.14,754
3963.15,825
3963.16,847
3963.17,919
3963.18,1063
3963.19,1094
3963.2,1308
3963.21,1425
3963.22,1629
3963.23,1789
3963.24,2137
3963.25,2204
3963.26,2671
3963.27,2928
3963.28,3269
3963.29,3522
3963.3,4035
3963.31,4680
3963.32,5175
3963.33,5684
3963.34,6441
3963.35,7171
3963.36,7913
3963.37,8473
3963.38,9566
3963.39,10053
3963.4,10912
3963.41,11491
3963.42,12547
3963.43,13009
3963.44,13459
3963.45,13945
3963.46,14652
3963.47,15169
3963.48,15460
3963.49,15793
3963.5,16104
3963.51,15942
3963.52,16205
3963.53,15992
3963.54,15852
3963.55,15960
3963.56,15408
3963.57,15322
3963.58,15001
3963.59,14561
3963.6,14306
3963.61,13772
3963.62,13025
3963.63,12779
3963.64,12107
3963.65,11821
3963.66,10778
3963.67,10354
3963.68,9566
3963.69,9313
3963.7,8429
3963.71,7909
3963.72,7521
3963.73,6806
3963.74,6567
3963.75,6008
3963.76,5545
3963.77,5261
3963.78,4722
3963.79,4382
3963.8,4068
3963.81,3689
3963.82,3429
3963.83,3102
3963.84,2846
3963.85,2635
3963.86,2232
3963.87,2181
3963.88,2065
3963.89,1816
3963.9,1737
3963.91,1572
3963.92,1454
3963.93,1342
3963.94,1247
3963.95,1056
3963.96,1078
3963.97,1010
3963.98,949
3963.99,893
3964,850
3964.01,775
3964.02,714
3964.03,674
3964.04,648
3964.05,650
3964.06,596
3964.07,571
3964.08,563
3964.09,547
3964.1,547
3964.11,503
3964.12,467
3964.13,544
3964.14,481
3964.15,507
3964.16,472
3964.17,488
3964.18,485
3964.19,498
3964.2,468
3964.21,511
3964.22,478
3964.23,504
3964.24,519
3964.25,537
3964.26,530
3964.27,638
3964.28,638
3964.29,720
3964.3,690
3964.31,742
3964.32,765
3964.33,855
3964.34,866
3964.35,1026
3964.36,1109
3964.37,1273
3964.38,1345
3964.39,1479
3964.4,1663
3964.41,1754
3964.42,2083
3964.43,2355
3964.44,2523
3964.45,2667
3964.46,3009
3964.47,3421
3964.48,3611
3964.49,3883
3964.5,4272
3964.51,4751
3964.52,4869
3964.53,5123
3964.54,5499
3964.55,5676
3964.56,5905
3964.57,6122
3964.58,6505
3964.59,6485
3964.6,6826
3964.61,6885
3964.62,6936
3964.63,6961
3964.64,6968
3964.65,7028
3964.66,7057
3964.67,6860
3964.68,6748
3964.69,6578
3964.7,6528
3964.71,6137
3964.72,6172
3964.73,5956
3964.74,5819
3964.75,5427
3964.76,5231
3964.77,5050
3964.78,4967
3964.79,4455
3964.8,4341
3964.81,4099
3964.82,3750
3964.83,3457
3964.84,3234
3964.85,3005
3964.86,2820
3964.87,2673
3964.88,2394
3964.89,2300
3964.9,2075
3964.91,1858
3964.92,1796
3964.93,1683
3964.94,1520
3964.95,1448
3964.96,1262
3964.97,1109
3964.98,1056
3964.99,1034
3965,931
3965.01,832
3965.02,746
3965.03,696
3965.04,656
3965.05,588
3965.06,588
3965.07,575
3965.08,578
3965.09,491
3965.1,474
3965.11,419
3965.12,418
3965.13,407
3965.14,377
3965.15,387
3965.16,343
3965.17,319
3965.18,340
3965.19,320
3965.2,324
3965.21,318
3965.22,296
3965.23,301
3965.24,297
3965.25,270
3965.26,278
3965.27,267
3965.28,300
3965.29,259
3965.3,263
3965.31,276
3965.32,278
3965.33,258
3965.34,249
3965.35,274
3965.36,258
3965.37,229
3965.38,258
3965.39,231
3965.4,232
3965.41,245
3965.42,241
3965.43,217
3965.44,234
3965.45,201
3965.46,0
3965.47,0
3965.48,0
3965.49,0
3965.5,0
3965.51,0
3965.52,0
3965.53,0
3965.54,0
3965.55,0
3965.56,0
3965.57,0
3965.58,0
3965.59,0
3965.6,0
3965.61,0
3965.62,0
3965.63,0
3965.64,0
3965.65,0
3965.66,0
3965.67,0
3965.68,0
3965.69,0
3965.7,0
3965.71,0
3965.72,0
3965.73,0
3965.74,0
3965.75,0
3965.76,0
3965.77,0
3965.78,0
3965.79,0
3965.8,0
3965.81,0
3965.82,0
3965.83,0
3965.84,0
3965.85,0
3965.86,0
3965.87,0
3965.88,0
3965.89,0
3965.9,0
3965.91,0
3965.92,0
3965.93,0
3965.94,0
3965.95,0
3965.96,0
3965.97,0
3965.98,0
3965.99,0
3966,0
