1	30
2	26
3	37
4	24
5	25
6	29
7	27
8	29
9	27
10	25
11	26
12	33
13	29
14	23
15	23
16	34
17	30
18	31
19	39
20	27
21	27
22	38
23	31
24	35
25	33
26	24
27	29
28	32
29	36
30	28
31	28
32	37
33	31
34	25
35	33
36	33
37	28
38	26
39	36
40	32
41	20
42	37
43	31
44	36
45	30
46	29
47	30
48	21
49	25
50	37
51	22
52	43
53	38
54	33
55	30
56	20
57	41
58	28
59	30
60	25
61	28
62	30
63	24
64	42
65	29
66	31
67	33
68	40
69	21
70	37
71	25
72	30
73	33
74	27
75	39
76	28
77	33
78	23
79	28
80	40
81	27
82	20
83	26
84	41
85	28
86	21
87	27
88	21
89	24
90	28
91	29
92	29
93	39
94	39
95	19
96	25
97	27
98	29
99	30
100	32
101	34
102	29
103	25
104	23
105	28
106	25
107	24
108	29
109	26
110	34
111	29
112	34
113	33
114	27
115	28
116	32
117	34
118	26
119	40
120	18
121	40
122	30
123	29
124	21
125	27
126	33
127	23
128	29
129	26
130	28
131	27
132	24
133	30
134	25
135	33
136	24
137	27
138	38
139	22
140	27
141	38
142	31
143	28
144	36
145	40
146	20
147	30
148	39
149	25
150	31
151	37
152	34
153	27
154	30
155	34
156	26
157	18
158	35
159	42
160	34
161	40
162	27
163	22
164	26
165	29
166	23
167	32
168	36
169	31
170	33
171	28
172	22
173	31
174	33
175	33
176	32
177	23
178	28
179	35
180	27
181	37
182	29
183	29
184	29
185	26
186	21
187	38
188	22
189	29
190	18
191	29
192	32
193	27
194	30
195	24
196	23
197	37
198	34
199	32
200	30
201	20
202	22
203	27
204	26
205	28
206	30
207	26
208	40
209	29
210	29
211	33
212	32
213	22
214	26
215	28
216	23
217	25
218	28
219	22
220	19
221	44
222	21
223	25
224	26
225	24
226	24
227	37
228	20
229	26
230	25
231	35
232	20
233	28
234	30
235	18
236	33
237	28
238	28
239	38
240	31
241	33
242	17
243	31
244	30
245	26
246	19
247	29
248	37
249	24
250	39
251	33
252	24
253	26
254	31
255	32
256	21
257	28
258	25
259	28
260	36
261	27
262	32
263	25
264	25
265	26
266	22
267	31
268	22
269	30
270	29
271	31
272	32
273	31
274	35
275	32
276	25
277	31
278	29
279	26
280	30
281	39
282	27
283	29
284	33
285	27
286	32
287	31
288	15
289	22
290	27
291	28
292	26
293	35
294	22
295	31
296	33
297	28
298	31
299	36
300	27
301	25
302	29
303	32
304	33
305	29
306	25
307	38
308	24
309	28
310	33
311	35
312	24
313	24
314	33
315	41
316	25
317	29
318	30
319	37
320	31
321	31
322	37
323	32
324	19
325	29
326	34
327	29
328	26
329	24
330	34
331	39
332	18
333	25
334	25
335	19
336	32
337	33
338	33
339	27
340	30
341	32
342	36
343	27
344	25
345	27
346	26
347	23
348	28
349	34
350	36
351	31
352	30
353	19
354	32
355	22
356	22
357	21
358	36
359	37
360	30
361	22
362	18
363	18
364	27
365	25
366	39
367	40
368	31
369	31
370	24
371	26
372	28
373	33
374	19
375	33
376	28
377	32
378	27
379	29
380	22
381	25
382	24
383	27
384	23
385	23
386	31
387	31
388	25
389	29
390	26
391	30
392	26
393	22
394	32
395	44
396	29
397	27
398	41
399	31
400	28
401	32
402	30
403	26
404	38
405	22
406	23
407	27
408	19
409	37
410	23
411	23
412	26
413	29
414	37
415	31
416	30
417	21
418	28
419	34
420	33
421	36
422	30
423	23
424	37
425	26
426	33
427	23
428	30
429	27
430	26
431	28
432	23
433	26
434	29
435	29
436	33
437	24
438	23
439	30
440	29
441	27
442	25
443	30
444	29
445	27
446	28
447	22
448	31
449	26
450	34
451	40
452	40
453	20
454	27
455	31
456	33
457	29
458	29
459	24
460	27
461	30
462	31
463	30
464	32
465	35
466	32
467	26
468	27
469	29
470	36
471	33
472	25
473	26
474	29
475	20
476	26
477	36
478	22
479	24
480	25
481	36
482	24
483	28
484	30
485	42
486	34
487	35
488	26
489	26
490	27
491	29
492	30
493	33
494	23
495	37
496	33
497	22
498	32
499	35				
